z,y,x,s,t
4.5,372.0,253.0,46.74398357008097,28
14.0,196.0,274.0,65.03076195155643,28
9.5,441.5,320.0,69.15200647848188,28
27.5,265.5,352.5,129.46428078817723,28
16.5,489.0,356.5,82.12186067059123,28
15.5,514.5,361.0,82.12186067059123,28
17.0,209.0,381.5,129.46428078817723,28
12.0,182.0,433.0,105.22832318344715,28
13.0,224.0,447.0,105.22832318344715,28
15.0,397.0,450.0,67.54998149518622,28
13.5,477.5,453.5,57.62811813689564,28
9.5,304.0,468.0,65.36818798161687,28
16.5,446.0,495.0,71.11258679024411,28
15.0,350.0,510.0,93.06449376641986,28
14.5,383.0,518.0,93.06449376641986,28
27.0,299.5,531.5,69.03622237637282,28
24.0,184.5,534.5,44.36214602563767,28
18.0,433.5,543.0,62.88083968904996,28
5.0,327.5,551.0,45.552167895721496,28
6.0,263.5,556.0,79.41032678436729,28
9.0,401.0,588.0,94.91575211733824,28
11.5,273.5,589.0,79.41032678436729,28
8.0,322.5,593.5,54.817880294662984,28
13.5,188.0,605.0,98.70157040290697,28
16.5,431.5,608.0,94.91575211733824,28
5.5,245.5,652.0,38.2099463490856,28
8.5,308.0,652.0,94.78396488858229,28
18.0,321.0,679.5,94.78396488858229,28
7.0,293.0,688.0,94.78396488858229,28
15.0,351.5,714.0,36.565010597564445,28
5.0,369.5,248.5,50.68530358989675,29
8.0,441.5,313.0,64.25729530566937,29
27.5,272.5,357.5,127.0196835140129,29
15.0,230.0,374.5,127.0196835140129,29
20.5,194.5,440.5,66.40783086353596,29
16.5,401.5,445.0,71.47726911403373,29
15.5,482.0,447.0,61.326992425847855,29
8.0,305.5,467.0,66.88049042882386,29
14.5,451.0,490.5,70.41306696913578,29
13.0,386.5,516.0,56.302753041036986,29
10.0,290.0,530.0,115.33429672044652,29
24.5,194.0,536.0,45.044422518220834,29
17.0,441.0,539.5,59.61543424315552,29
5.5,335.5,549.0,57.07889277132134,29
5.5,266.0,559.5,115.33429672044652,29
11.5,407.5,584.0,93.28451104015072,29
13.0,280.0,591.5,115.33429672044652,29
8.5,326.5,593.5,54.24020648928247,29
18.0,182.5,599.0,93.02150289046077,29
17.5,437.0,602.0,93.28451104015072,29
14.0,207.5,621.5,93.02150289046077,29
28.0,351.5,649.5,31.0,29
7.5,314.5,660.0,86.78709581498853,29
7.0,249.5,660.5,45.967379738244816,29
16.0,327.0,689.5,86.78709581498853,29
17.5,361.5,711.5,48.342527861087284,29
5.0,362.0,244.5,61.48983655857283,30
7.5,433.0,310.5,64.10928169929842,30
27.5,269.5,359.0,152.80706789936124,30
28.0,329.5,380.0,33.481338085566414,30
14.0,189.0,384.0,152.80706789936124,30
17.0,476.5,446.5,119.91246807567593,30
9.0,300.5,468.5,75.65051222562872,30
12.0,449.0,488.0,119.91246807567593,30
12.0,382.0,515.5,64.72248450113763,30
9.0,284.5,526.0,69.13031173081747,30
23.0,193.0,539.5,55.072679252057455,30
16.0,440.0,541.0,65.22269543648132,30
9.5,329.0,543.0,40.570925550201586,30
6.5,263.5,564.0,83.95236744726142,30
20.0,193.0,575.5,122.06145992900461,30
8.5,323.5,591.5,54.53439281774392,30
12.5,277.0,596.5,83.95236744726142,30
15.0,173.0,599.0,122.06145992900461,30
6.5,365.0,611.5,41.048751503547585,30
13.5,207.0,629.5,122.06145992900461,30
23.5,352.0,654.5,47.3392015141785,30
9.5,309.5,658.5,58.22370651203855,30
7.5,248.0,661.5,53.34791467339656,30
12.5,189.0,678.0,29.478805945967352,30
16.5,358.0,719.5,56.621550667568265,30
3.5,360.0,243.0,69.38299503480663,31
8.0,429.0,307.5,66.70082458260917,31
26.5,270.0,348.5,76.53757247260981,31
14.5,236.5,375.0,108.04165863221463,31
12.0,180.5,385.5,108.04165863221463,31
4.5,317.0,402.0,34.72751070837067,31
17.0,235.0,437.5,47.686476070265456,31
7.0,307.0,443.0,43.78355855797927,31
19.0,475.5,444.0,125.92458060283545,31
13.0,446.0,476.0,125.92458060283545,31
14.0,449.0,494.5,125.92458060283545,31
8.0,289.5,501.0,78.09609465267773,31
11.5,385.0,507.0,169.5582495781317,31
11.5,285.5,531.5,78.09609465267773,31
14.0,213.0,534.0,153.20900756809309,31
17.5,441.5,540.5,169.5582495781317,31
12.0,341.5,549.5,169.5582495781317,31
6.0,260.0,560.0,57.77542730261716,31
17.0,201.0,570.5,153.20900756809309,31
23.0,245.0,592.5,38.8329756778952,31
7.0,325.0,600.0,92.78469701410896,31
9.0,361.0,612.0,92.78469701410896,31
21.5,193.0,630.5,153.20900756809309,31
7.5,247.5,662.0,56.2672195865408,31
11.5,393.0,688.0,126.55828696691498,31
18.0,363.5,720.5,126.55828696691498,31
17.5,330.0,730.0,126.55828696691498,31
13.5,238.0,774.0,36.98648401781386,31
14.5,279.0,291.5,34.72751070837067,32
19.5,216.5,383.0,106.61144403862092,32
16.5,175.5,386.5,106.61144403862092,32
17.0,229.0,439.0,47.53945729601885,32
13.0,438.5,486.5,57.9396237474839,32
9.5,283.0,502.5,56.72741841473134,32
8.5,372.5,514.5,69.6993543729065,32
15.0,438.5,538.5,71.23903424387504,32
11.5,334.5,554.5,53.60970061472084,32
7.0,250.5,561.0,55.362442142665635,32
20.0,197.5,591.0,154.48624534242524,32
9.0,314.0,600.5,55.5517776493246,32
7.0,353.0,612.0,49.969990994595946,32
7.5,239.0,665.5,55.749439459065414,32
14.0,387.0,688.5,52.96225070746144,32
16.0,432.0,282.5,32.46536616149585,33
13.5,278.5,292.5,59.447455790807396,33
14.0,228.5,382.5,68.19090848492928,33
15.0,176.0,393.5,64.1248781675256,33
23.5,459.0,436.5,50.46781152378217,33
20.0,231.5,444.5,55.758407437802596,33
6.5,298.0,444.5,43.60045871318328,33
27.0,221.0,492.0,48.093658625644196,33
8.5,278.0,505.5,83.83913167489273,33
11.0,376.0,516.5,81.59044061653302,33
14.5,442.0,536.5,84.66994744299774,33
14.0,207.0,537.0,118.0762465528101,33
13.0,337.0,560.5,56.568542494923804,33
21.0,201.5,588.0,118.0762465528101,33
24.0,314.0,599.0,58.39520528262573,33
6.5,354.0,615.0,46.98936049788292,33
22.0,189.5,654.0,47.16990566028302,33
8.0,240.5,671.0,56.66568626602876,33
14.0,387.5,693.0,78.57480512225277,33
14.0,354.5,736.5,73.71566997592845,33
14.5,334.0,759.5,73.71566997592845,33
16.0,434.0,276.5,51.778373863998475,34
15.0,282.0,291.5,61.29437168288782,34
12.5,231.5,377.0,66.34756966159348,34
7.0,300.5,442.0,44.68780594300866,34
26.5,227.5,491.0,50.44799302251776,34
6.0,380.5,500.5,95.2732911156112,34
16.5,403.0,533.5,95.2732911156112,34
14.5,375.5,536.0,95.2732911156112,34
14.5,215.0,605.0,116.45170672858342,34
15.0,364.0,651.5,51.85556864985669,34
14.0,188.0,657.0,48.55924216871593,34
16.5,402.0,658.0,87.70974860299168,34
14.5,398.0,696.5,87.70974860299168,34
17.0,432.5,282.5,55.98214000911362,35
16.0,235.0,386.5,63.592452382338585,35
8.0,300.5,447.0,48.88762624632127,35
14.0,397.0,528.5,95.88534820294495,35
11.5,370.5,533.0,95.88534820294495,35
13.0,218.5,542.0,121.77848742696716,35
26.5,331.5,570.5,48.02082881417188,35
13.5,217.0,580.0,121.77848742696716,35
9.5,286.0,582.5,50.0,35
15.0,219.0,615.5,121.77848742696716,35
15.5,365.0,660.0,49.16299421312742,35
14.0,193.5,667.0,41.0,35
14.0,401.5,697.5,78.3198569968051,35
14.5,238.0,377.0,49.759421218498915,36
9.0,301.5,441.5,53.319789947073126,36
5.5,379.5,550.0,105.47985589675405,36
26.5,338.0,562.5,46.36809247747852,36
8.5,289.0,577.5,42.20189569201838,36
14.0,223.5,613.5,60.21627686929839,36
21.5,374.0,697.5,47.644516998286385,36
14.5,232.5,381.5,54.86346689738081,37
4.5,305.0,410.5,49.66890375275057,37
8.5,296.5,448.5,52.896124621752776,37
14.5,253.5,491.5,52.62128846769148,37
13.0,393.0,512.5,42.49705872175156,37
6.0,375.0,546.0,57.0701322935211,37
10.5,414.0,547.5,46.389654018972806,37
27.5,342.0,566.5,40.33608806019741,37
10.0,286.0,581.0,59.464274989274024,37
19.0,178.5,584.0,49.4064773081425,37
4.5,337.5,584.5,46.486557196677836,37
12.0,222.0,617.5,68.09552114493287,37
14.0,421.0,638.0,69.98571282769076,37
13.0,382.5,720.0,31.20897306865447,37
15.0,229.0,377.0,50.0,38
7.0,303.5,405.5,54.42425929675111,38
21.5,247.0,413.5,55.17245689653489,38
4.5,299.5,450.5,43.3358973600409,38
27.0,338.0,525.5,64.83054835492293,38
11.5,414.0,542.5,84.72897969408106,38
6.5,378.0,544.0,84.72897969408106,38
12.5,285.0,577.0,104.28326807307106,38
8.0,332.5,578.0,104.28326807307106,38
21.0,179.5,580.0,59.312730505347666,38
13.0,422.0,614.0,91.15920140062659,38
17.5,420.0,655.0,91.15920140062659,38
15.0,381.0,712.0,57.16642371182581,38
15.0,230.5,374.0,89.08984229416954,39
5.5,301.0,399.5,45.044422518220834,39
22.5,245.5,407.0,89.08984229416954,39
5.0,295.5,446.0,51.720402163943,39
13.0,358.0,471.0,56.894639466297704,39
15.0,249.0,519.0,51.58488150611572,39
27.5,336.5,522.5,69.92138442565336,39
28.0,361.5,522.5,69.92138442565336,39
9.0,410.0,536.5,57.99137866959192,39
8.5,335.5,573.0,52.896124621752776,39
19.0,420.0,653.0,90.5317623820502,39
14.0,206.0,349.5,34.66987164671943,40
21.5,247.5,400.0,69.38299503480663,40
6.5,294.5,445.0,55.04543577809154,40
15.5,358.5,465.5,65.7419196555744,40
27.5,321.5,517.5,99.69453345093702,40
15.5,249.0,518.0,56.57738063926254,40
27.5,378.5,518.0,99.69453345093702,40
8.0,335.5,570.0,53.94441583704471,40
12.5,420.0,607.0,125.38341198101126,40
16.5,424.0,651.0,125.38341198101126,40
17.5,413.5,679.5,125.38341198101126,40
16.0,368.5,681.0,55.04543577809154,40
26.0,224.0,697.0,58.111960903070546,40
26.0,226.5,715.5,58.111960903070546,40
12.5,207.0,347.0,51.088159097779204,41
17.0,249.5,386.5,58.83026432033091,41
5.0,296.5,442.0,58.39520528262573,41
18.0,465.5,487.0,51.12729212465687,41
27.0,361.5,512.0,90.17760254076397,41
28.5,341.0,525.0,90.17760254076397,41
7.0,338.5,567.5,52.15361924162119,41
16.0,424.0,641.0,127.77323663428112,41
16.0,370.5,678.0,127.77323663428112,41
16.5,415.5,678.5,127.77323663428112,41
22.5,227.0,697.5,65.95452979136459,41
24.0,229.0,717.5,65.95452979136459,41
16.5,467.5,486.5,35.25620512760839,42
15.0,426.0,639.5,128.32770550430644,42
15.5,421.0,684.5,128.32770550430644,42
18.0,382.0,696.5,128.32770550430644,42
24.5,231.5,699.5,44.82186966202994,42
19.0,242.0,730.0,46.281745861624536,42
21.5,241.5,382.5,51.24451190127583,43
26.5,347.0,479.5,46.70117771534247,43
20.0,456.5,493.5,60.11655346075655,43
15.5,414.0,574.0,45.79301256742124,43
13.0,266.5,644.5,43.32435804486894,43
17.0,415.0,646.5,101.49384217774002,43
14.0,333.5,678.0,52.09606511052442,43
17.5,411.0,690.5,101.49384217774002,43
23.5,219.5,702.5,51.176166327695945,43
14.5,230.0,744.0,50.28916384272063,43
26.5,304.0,437.0,59.665735560705194,44
15.5,448.0,492.0,66.03786792439622,44
8.0,317.0,538.5,48.88762624632127,44
17.5,406.5,568.0,65.68104749469211,44
11.0,260.5,641.5,56.87706040223949,44
13.0,206.5,659.0,51.507281038703645,44
12.5,331.5,675.0,66.1362230551458,44
18.0,400.0,678.5,82.44392033376384,44
16.0,208.5,695.5,46.281745861624536,44
14.0,222.5,741.0,56.4003546088143,44
3.5,290.5,298.0,40.93897898091744,45
26.5,306.0,429.5,70.55494312945054,45
13.0,371.5,471.5,58.728187440104094,45
16.0,449.5,485.0,74.26977851050857,45
8.0,322.5,533.5,48.88762624632127,45
14.5,411.0,563.0,70.3846574190711,45
26.0,367.5,596.5,53.38539126015655,45
12.0,265.5,638.5,59.42221806698232,45
14.0,213.5,655.0,56.57738063926254,45
14.0,380.0,667.5,58.47221562417487,45
14.5,331.0,671.5,60.802960454241045,45
14.5,228.0,738.5,60.440052945046304,45
5.0,302.0,294.0,50.68530358989675,46
27.0,316.5,416.5,75.61084578286372,46
27.0,316.5,440.5,75.61084578286372,46
10.5,380.5,467.0,61.35959582656978,46
16.0,461.0,480.0,76.53757247260981,46
3.5,276.0,529.0,45.34313619501854,46
8.0,334.5,529.0,49.07137658554119,46
20.0,403.5,567.0,81.03085831953157,46
13.0,225.5,653.5,62.65780079128216,46
15.5,391.5,665.5,67.34983296193094,46
5.5,336.0,686.5,34.07345007480164,46
28.0,302.0,1334.5,33.0,46
6.5,296.5,293.0,55.00909015790027,47
27.0,314.5,426.5,73.33484846919642,47
13.0,379.5,470.5,153.01633899685353,47
16.5,464.0,476.5,153.01633899685353,47
7.5,327.0,531.0,51.0,47
17.5,414.0,562.0,85.11756575466664,47
16.5,218.5,654.0,67.30527468185537,47
16.5,387.0,667.0,74.16872656315464,47
8.5,329.0,693.0,57.28001396647874,47
7.5,288.5,290.5,53.52569476429054,48
26.5,195.5,431.5,57.879184513951124,48
13.0,357.5,467.5,156.63332978647935,48
15.0,385.0,470.0,156.63332978647935,48
17.0,446.0,479.5,156.63332978647935,48
17.5,409.5,498.5,156.63332978647935,48
9.5,318.5,531.5,55.883808030591474,48
24.5,409.0,607.0,39.395431207184416,48
14.5,209.0,655.0,72.11795892841117,48
18.5,382.5,662.5,85.80209787645055,48
20.0,171.5,684.5,29.478805945967352,48
8.5,320.5,694.0,63.76519426771944,48
14.0,242.5,738.0,46.238512086787566,48
16.0,405.5,333.5,55.29014378711634,49
27.0,401.0,401.0,48.05205510693585,49
27.5,201.0,411.5,81.93900170248598,49
28.5,196.5,433.5,81.93900170248598,49
10.0,403.5,437.5,137.77517918696387,49
14.0,365.5,463.0,137.77517918696387,49
17.5,407.5,497.0,137.77517918696387,49
8.5,324.0,527.5,56.1159513863928,49
22.0,415.5,603.5,52.10566188045211,49
16.0,212.5,624.5,21.95449840010015,49
9.0,338.0,642.5,48.176757881783615,49
16.0,400.5,648.0,62.90468980926621,49
18.0,183.0,667.5,54.2125446737192,49
9.5,347.5,712.5,53.5723809439155,49
11.5,247.5,737.0,79.65550828411052,49
12.5,279.0,741.5,79.65550828411052,49
15.5,415.0,339.0,61.204574992397426,50
15.5,404.5,394.5,43.977266854592045,50
10.0,415.5,448.5,140.44927910103348,50
14.0,370.0,472.0,140.44927910103348,50
18.0,420.0,505.5,140.44927910103348,50
18.0,186.0,507.5,30.099833886584822,50
8.5,336.0,537.5,55.09083408335728,50
13.5,226.0,633.0,45.12205669071391,50
9.0,349.0,653.5,52.55473337388365,50
15.5,411.0,658.5,63.41135544995076,50
18.5,194.0,677.0,57.358521598799946,50
11.5,288.0,752.0,54.194095619356915,50
14.5,424.0,337.5,64.1248781675256,51
15.0,414.0,389.0,56.356011214421486,51
16.0,196.0,507.5,45.70557952810576,51
9.0,343.5,536.5,56.1159513863928,51
13.5,235.0,636.5,51.507281038703645,51
9.0,358.5,654.5,54.86346689738081,51
15.5,418.0,660.0,66.35510530471637,51
20.0,203.5,678.5,58.215118311311535,51
13.5,281.0,680.0,44.48595283907045,51
12.0,298.5,754.0,55.29014378711634,51
14.5,415.0,335.0,68.42514157822401,52
16.5,404.0,385.0,64.45153217728807,52
13.0,446.0,403.5,55.74047003748713,52
8.5,407.0,486.5,48.13522618623496,52
15.5,187.0,504.5,57.99137866959192,52
15.0,388.5,612.5,32.37282811247729,52
14.5,226.0,634.5,58.497863208838666,52
13.5,410.0,658.5,70.68946173228369,52
20.0,197.5,677.5,62.20128616033595,52
15.0,268.5,679.0,60.207972893961475,52
11.5,369.0,694.0,50.48762224545735,52
27.5,134.0,1381.5,62.27358990776106,52
13.0,411.0,334.0,69.5197813575388,53
15.5,401.5,385.5,66.34756966159348,53
13.5,443.5,407.5,61.237243569579455,53
9.0,407.5,487.5,54.2125446737192,53
15.0,187.5,508.0,57.63679380395825,53
14.0,226.0,638.0,84.49260322655469,53
18.0,192.0,640.0,84.49260322655469,53
14.0,347.5,646.0,19.1049731745428,53
12.0,412.0,662.0,73.08898685848642,53
15.0,267.5,683.0,68.62943974709395,53
13.0,371.5,697.0,56.71860364994893,53
28.0,311.5,716.0,32.341923257592455,53
27.5,122.0,1341.0,130.18064372248278,53
28.5,92.0,1371.0,130.18064372248278,53
26.5,162.0,1385.5,130.18064372248278,53
12.5,397.5,371.5,108.8898526034451,54
13.5,292.0,386.0,28.879058156387302,54
10.0,415.0,482.5,59.50630218724736,54
24.5,190.0,529.0,42.485291572496,54
23.0,427.0,531.0,39.91240408695021,54
14.0,241.0,637.5,91.43303560529968,54
19.5,200.0,639.5,91.43303560529968,54
14.0,363.0,645.0,53.23532661682466,54
13.0,421.5,657.0,57.41950887982237,54
14.5,278.0,683.0,73.85120175054702,54
14.0,383.5,695.0,65.09992319503918,54
26.5,321.5,716.0,53.75872022286245,54
26.0,103.0,1294.0,172.3948955160796,54
28.5,139.5,1338.5,172.3948955160796,54
29.0,79.0,1340.5,172.3948955160796,54
28.0,101.5,1371.5,172.3948955160796,54
16.0,408.5,363.0,82.10359310042405,55
10.5,302.0,383.0,55.04543577809154,55
9.5,425.0,477.0,59.50630218724736,55
21.0,432.0,524.5,51.43928459844674,55
23.0,198.5,528.5,43.669211121796096,55
14.0,250.0,636.0,96.75226095549395,55
22.0,210.5,638.0,96.75226095549395,55
14.5,377.0,643.0,58.146367040426526,55
16.0,408.5,703.0,55.29014378711634,55
16.0,279.0,711.0,50.368641037852115,55
26.5,331.5,714.5,57.15767664977295,55
27.5,328.0,752.5,38.84584919911006,55
26.0,93.0,1221.5,78.4729252672538,55
27.5,81.5,1244.0,78.4729252672538,55
25.5,64.5,1284.0,162.191245139804,55
29.0,94.0,1284.5,162.191245139804,55
28.5,133.5,1289.5,162.191245139804,55
28.5,94.5,1313.0,162.191245139804,55
27.0,110.0,1342.5,162.191245139804,55
17.5,414.5,347.0,92.83318372220141,56
12.0,388.5,368.5,92.83318372220141,56
12.0,296.0,380.0,63.166446789415026,56
15.5,259.5,434.0,36.45545226711637,56
8.5,421.0,473.5,60.166435825965294,56
21.5,428.5,521.5,61.08191221630181,56
21.5,194.5,526.5,51.19570294468082,56
6.5,381.0,569.5,41.12177038990418,56
15.5,395.5,606.5,95.71311299921238,56
20.0,209.5,634.0,73.71566997592845,56
13.0,366.5,638.5,95.71311299921238,56
13.5,406.5,702.0,63.071388124885914,56
26.5,329.5,710.0,59.21148537234985,56
27.0,71.0,1182.0,36.89173349139343,56
27.0,98.0,1237.5,151.3968295572929,56
26.0,91.0,1291.0,151.3968295572929,56
22.5,48.0,1315.5,67.83067152844649,56
19.0,403.0,350.0,98.90399385262458,57
10.0,367.0,371.5,98.90399385262458,57
23.5,182.0,532.0,47.3392015141785,57
9.0,369.5,577.0,51.85556864985669,57
16.5,382.0,616.5,53.99073994677235,57
21.0,195.0,638.5,73.02739212103907,57
15.5,395.0,711.5,67.446274915669,57
27.0,55.0,1197.0,112.12938954618454,57
22.0,22.5,1205.0,112.12938954618454,57
27.0,85.0,1206.5,112.12938954618454,57
27.0,56.5,1221.5,112.12938954618454,57
25.0,59.0,1258.5,94.45633912025174,57
26.0,29.5,1290.5,94.45633912025174,57
13.5,360.0,369.0,93.91485505499116,58
15.0,402.0,370.0,93.91485505499116,58
11.5,252.5,431.5,24.919871588754223,58
16.5,395.0,523.0,54.04627646748664,58
22.0,184.5,532.0,55.09083408335728,58
8.5,375.5,574.0,55.65069631190611,58
21.0,195.0,607.5,46.95742752749558,58
26.5,383.0,640.5,47.67598976424087,58
9.0,290.0,649.5,54.8270006474912,58
16.0,398.0,713.5,78.45380806563821,58
22.0,20.5,1138.0,156.1569723067145,58
24.0,49.0,1162.0,156.1569723067145,58
24.0,44.0,1207.0,156.1569723067145,58
23.0,21.0,1240.0,156.1569723067145,58
16.0,397.0,524.5,69.2314957226839,59
23.0,183.5,534.5,59.74110812497538,59
10.0,377.5,577.5,58.47221562417487,59
23.5,228.0,593.5,90.76342875850384,59
19.5,194.0,606.0,90.76342875850384,59
26.5,384.5,639.5,57.227615711297986,59
10.5,289.5,652.0,66.03786792439622,59
20.0,385.0,730.0,56.124860801609124,59
27.5,24.0,1044.0,36.373066958946424,59
26.0,64.0,1102.5,124.19742348374221,59
23.0,8.5,1187.5,55.362442142665635,59
17.0,408.5,524.0,73.95268757793728,60
23.5,195.0,536.0,59.74110812497538,60
17.5,411.0,574.0,45.18849411078001,60
23.5,237.5,591.0,97.74456506629922,60
20.5,200.5,607.5,97.74456506629922,60
15.0,409.5,624.5,41.12177038990418,60
16.5,273.5,646.5,83.00602387778854,60
8.5,301.0,653.5,83.00602387778854,60
26.0,61.0,1054.5,143.58621103713267,60
14.0,435.5,525.5,31.827660925679098,61
23.0,197.0,549.0,63.43500610861482,61
18.0,462.5,599.5,30.610455730027933,61
24.0,250.5,631.0,104.12492496996096,61
14.0,410.5,640.0,58.42944463196617,61
16.5,280.0,664.5,31.272991542223778,61
26.0,53.0,1028.0,141.3930691370691,61
23.0,24.0,1077.5,141.3930691370691,61
22.0,3.0,1112.0,141.3930691370691,61
16.5,439.5,546.5,46.850827100489916,62
22.0,199.0,574.0,49.07137658554119,62
26.5,401.0,581.0,55.154328932550705,62
22.5,466.0,621.5,48.28043081829324,62
24.5,257.0,652.5,106.78483038334612,62
14.0,417.0,662.0,65.39113089708727,62
27.5,40.5,1002.0,34.336569426778794,62
23.5,19.5,1039.0,63.773035054010094,62
9.0,405.5,485.5,56.302753041036986,63
18.0,452.5,557.0,57.323642591866054,63
22.0,477.0,631.0,52.87721626560914,63
22.0,208.0,657.5,74.35052118176442,63
22.5,228.0,658.0,74.35052118176442,63
16.5,431.5,673.0,66.70082458260917,63
27.0,313.0,705.0,44.69899327725402,63
25.5,37.5,975.5,69.00724599634447,63
10.0,413.5,489.0,63.75735251718032,64
27.5,115.5,511.0,40.33608806019741,64
14.5,457.0,561.0,68.30080526611674,64
17.0,431.0,596.0,44.553338819890925,64
20.0,484.0,630.5,58.82176467941097,64
21.5,230.5,658.5,48.176757881783615,64
16.0,439.5,674.5,69.4334213473598,64
26.0,321.0,706.0,52.630789467763066,64
25.5,285.0,737.5,49.10193478876367,64
27.0,391.5,751.0,50.38849074937649,64
26.0,263.5,794.0,49.33558553417604,64
17.5,3.0,960.0,99.9499874937461,64
15.0,2.5,987.5,99.9499874937461,64
13.5,210.0,403.5,33.49626844888845,65
11.0,420.5,496.0,59.14389233048498,65
18.0,439.5,604.0,102.84940447080868,65
9.5,342.5,689.0,55.29014378711634,65
26.5,400.5,763.0,51.048996072400875,65
25.0,21.0,904.0,92.78469701410896,65
19.5,3.0,936.0,92.78469701410896,65
16.5,450.5,590.0,112.25417586887359,66
17.0,475.0,593.5,112.25417586887359,66
21.0,439.0,630.5,112.25417586887359,66
21.0,468.5,665.5,52.94336596779619,66
15.5,426.0,705.0,44.598206241955516,66
13.0,344.0,716.0,60.340699366182356,66
15.5,302.0,809.5,39.319206502675,66
16.0,308.0,841.0,36.959437225152655,66
21.0,2.5,895.5,59.21148537234985,66
15.0,297.5,485.5,54.7905101272109,67
20.5,451.5,648.5,112.30761327710601,67
20.5,484.5,680.0,57.584720195551874,67
15.5,443.0,725.5,59.53990258641679,67
12.5,361.0,733.5,60.975404877704584,67
17.0,326.5,859.5,49.77951385861457,67
21.0,3.5,874.0,48.218253804964775,67
15.5,303.5,484.0,90.29396436085858,68
15.5,306.5,522.0,90.29396436085858,68
23.5,303.0,638.0,54.064775963653084,68
22.0,492.0,691.5,135.45109818676258,68
15.5,459.5,737.0,135.45109818676258,68
25.0,329.5,765.0,50.68530358989675,68
27.5,355.5,791.0,34.11744421846396,68
16.0,331.5,842.5,78.94935085230277,68
17.5,337.0,872.0,78.94935085230277,68
17.0,268.5,633.0,52.09606511052442,69
19.5,516.5,781.5,140.10353314602742,69
14.5,401.5,855.0,39.8622628559895,69
16.0,353.5,869.0,81.14801291467339,69
18.0,360.0,897.0,81.14801291467339,69
17.5,267.5,662.0,55.29014378711634,70
20.5,511.0,745.5,147.68886213929608,70
22.5,517.0,811.5,147.68886213929608,70
15.5,402.5,884.0,55.036351623268054,70
16.0,356.0,900.0,82.38931969618392,70
20.0,362.0,929.0,82.38931969618392,70
19.5,522.0,826.0,74.7127833774114,71
27.0,307.5,838.0,83.65404951345751,71
27.5,345.0,843.0,83.65404951345751,71
14.5,450.5,848.0,65.68865959965997,71
15.0,416.5,898.5,60.802960454241045,71
14.0,368.5,913.5,85.80209787645055,71
20.0,373.5,946.5,85.80209787645055,71
18.0,487.0,657.0,35.805027579936315,72
26.5,407.0,678.5,54.96362433464518,72
23.5,377.0,835.5,38.1051177665153,72
23.0,533.5,843.5,84.90583018850944,72
26.5,313.5,860.5,46.69047011971501,72
15.0,458.5,863.5,42.43819034784589,72
26.5,352.0,865.5,56.231663678038196,72
13.0,521.5,867.0,84.90583018850944,72
28.5,497.0,911.0,26.343879744638983,72
26.5,562.0,914.5,35.86084215408221,72
12.5,423.5,921.0,63.7102817447859,72
15.5,374.5,936.5,89.87213138676528,72
18.0,381.5,970.0,89.87213138676528,72
21.0,497.0,665.0,53.81449618829484,73
26.5,412.0,693.5,65.09224224129939,73
26.5,337.0,780.0,50.695167422546305,73
28.5,466.0,806.0,22.64950330581225,73
23.0,392.0,838.5,64.68384651518491,73
20.5,544.0,854.5,97.6165969494942,73
15.0,467.5,876.0,61.38403701289123,73
26.0,342.5,878.0,89.22443611477743,73
13.0,528.0,885.5,97.6165969494942,73
14.0,469.0,895.5,61.38403701289123,73
27.0,505.0,923.0,77.23341245859851,73
23.0,572.5,926.0,49.07137658554119,73
14.5,433.0,937.0,66.76076692189807,73
13.5,382.5,963.5,81.43709228600933,73
15.0,441.5,639.5,46.238512086787566,74
26.0,333.5,791.5,52.01922721455981,74
24.5,462.0,821.5,46.2709412050371,74
26.5,393.5,846.5,51.79768334587948,74
25.5,318.0,889.0,56.480084985771754,74
28.0,358.0,891.5,33.46640106136302,74
14.5,522.5,898.5,63.20601237224193,74
26.5,499.0,938.0,49.35585071701227,74
23.0,565.5,942.0,50.53711507397311,74
17.5,489.0,967.0,46.36809247747852,74
19.0,375.5,970.0,66.40783086353596,74
15.0,445.0,651.0,49.16299421312742,75
25.5,336.5,804.5,57.15767664977295,75
24.0,464.5,834.5,46.2709412050371,75
23.0,538.5,849.5,41.048751503547585,75
27.0,395.5,857.5,45.48626166217664,75
18.5,485.5,897.5,48.641546028061235,75
26.5,319.0,900.0,61.326992425847855,75
16.5,525.5,912.5,64.22616289332565,75
26.0,501.0,952.0,53.75872022286245,75
23.5,568.5,956.0,50.53711507397311,75
19.0,379.5,981.0,65.81033353509159,75
23.0,473.0,837.5,47.97916214358062,76
21.5,549.0,856.5,50.17967716117751,76
13.0,535.5,916.0,63.50590523722971,76
26.0,509.5,955.0,56.480084985771754,76
19.0,388.0,985.0,67.89698078707183,76
22.5,505.0,746.0,52.04805471869242,77
28.5,325.5,754.0,23.345235059857504,77
23.0,472.0,848.0,58.12916651733448,77
21.5,549.0,864.5,58.360945845659494,77
15.0,469.5,911.5,48.05205510693585,77
12.0,474.5,939.0,24.919871588754223,77
27.5,509.5,960.5,76.32823854904552,77
18.0,385.5,993.5,57.56735185849702,77
26.0,329.5,762.0,48.342527861087284,78
21.0,483.0,856.5,63.071388124885914,78
21.5,553.5,872.0,61.39218191268331,78
13.5,475.5,915.0,39.8622628559895,78
27.0,456.0,949.0,120.96693763173474,78
28.5,512.5,983.0,120.96693763173474,78
28.5,22.5,168.5,28.0178514522438,79
